# Acceptance coverage manifest.
# Format: <acceptance-id>\t<covered|partial|blocked|omitted>\t<evidence>
S3-MAT-RESOLVE-005	covered	cargo test -p fparkan-material --offline resolve_material_without_lightmap_keeps_lightmap_absent
S3-RENDER-001	covered	cargo test -p fparkan-render --offline one_snapshot_draw_produces_one_draw_command
S3-RENDER-002	covered	cargo test -p fparkan-render --offline material_index_maps_through_resolved_material_slots
S3-RENDER-003	covered	cargo test -p fparkan-render --offline node_transform_is_retained
S3-RENDER-004	covered	cargo test -p fparkan-render --offline command_order_uses_phase_then_stable_key
S3-RENDER-005	covered	cargo test -p fparkan-render --offline command_capture_independent_of_snapshot_construction_order
S3-RENDER-006	covered	cargo test -p fparkan-render --offline invalid_range_returns_contextual_error
S3-RENDER-007	covered	cargo test -p fparkan-render --offline capture_is_stable
S3-RENDER-008	covered	cargo test -p fparkan-render --offline recording_backend_stores_captures
S3-RENDER-009	covered	cargo xtask policy
S3-GL-001	omitted	permanent macOS Desktop GL 3.3 adapter is not implemented; historical CGL probe is retained as external evidence only
S3-GL-002	omitted	outside the current macOS-focused goal scope; GLES2 remains documented for portable/non-macOS targets
S3-GL-003	blocked	legacy fparkan-render-gl adapter removed while Vulkan renderer path is being brought in as the stage-3 backend
S3-VIEWER-001	covered	cargo test -p fparkan-viewer --offline model_fixture_uses_viewer_service_and_render_commands
S4-ANIM-001	covered	cargo test -p fparkan-animation --offline anim_key24_decodes_signed_quaternion
S4-ANIM-002	covered	cargo test -p fparkan-animation --offline frame_map_decodes_u16_and_uses_attr_frame_count
S4-ANIM-003	covered	cargo test -p fparkan-animation --offline frame_map_falls_back_when_absent_or_invalid
S4-ANIM-004	covered	cargo test -p fparkan-animation --offline frame_map_falls_back_when_absent_or_invalid
S4-ANIM-005	covered	cargo test -p fparkan-animation --offline exact_key_time_returns_exact_pose
S4-ANIM-006	covered	cargo test -p fparkan-animation --offline pose_track_blends_translation_and_rotation
S4-ANIM-007	covered	cargo test -p fparkan-animation --offline quaternion_shortest_path_sign_flip_is_stable
S4-ANIM-008	covered	cargo test -p fparkan-animation --offline zero_or_degenerate_key_interval_is_rejected
S4-ANIM-009	omitted	current sampler is a portable reference path; runtime-captured x87 parity vectors are not implemented in the macOS-focused scope
S4-ANIM-010	omitted	current sampler accepts the profile marker but does not implement an independent x87 compatibility path
S4-ANIM-011	covered	cargo test -p fparkan-animation --offline blend_optional_pose_uses_valid_side
S4-ANIM-012	covered	cargo test -p fparkan-animation --offline hierarchy_evaluates_parent_before_child_and_rejects_cycles
S4-ANIM-013	covered	cargo test -p fparkan-animation --offline hierarchy_evaluates_parent_before_child_and_rejects_cycles
S4-ANIM-014	covered	cargo test -p fparkan-animation --offline pose_capture_uses_float_bits
S4-ANIM-PROP-001	covered	cargo test -p fparkan-animation --offline generated_valid_quaternions_remain_finite
S4-MAT-001	covered	cargo test -p fparkan-material --offline material_modes_zero_to_three_choose_stable_phases
S4-MAT-002	covered	cargo test -p fparkan-material --offline material_exact_key_boundary_selects_exact_phase
S4-MAT-003	covered	cargo test -p fparkan-material --offline material_interpolation_mask_affects_only_selected_fields
S4-MAT-004	covered	cargo test -p fparkan-material --offline material_timeline_profile_cases_are_evidence_labeled
S4-MAT-005	covered	cargo test -p fparkan-material --offline material_random_offset_uses_material_stream_only
S4-MAT-006	covered	cargo test -p fparkan-material --offline material_same_seed_and_timeline_produces_same_phase_capture
S4-FX-001	covered	cargo test -p fparkan-fx --offline header_is_exactly_sixty_bytes_and_command_sizes_are_fixed
S4-FX-002	covered	cargo test -p fparkan-fx --offline header_is_exactly_sixty_bytes_and_command_sizes_are_fixed
S4-FX-011	covered	cargo test -p fparkan-fx --offline header_is_exactly_sixty_bytes_and_command_sizes_are_fixed
S4-FX-012	covered	cargo test -p fparkan-fx --offline opcode6_four_byte_command_is_accepted
S4-FX-013	covered	cargo test -p fparkan-fx --offline rejects_unknown_opcode_at_command_index
S4-FX-014	covered	cargo test -p fparkan-fx --offline rejects_command_count_that_exceeds_payload
S4-FX-015	covered	cargo test -p fparkan-fx --offline rejects_trailing_bytes_after_command_stream
S4-FX-016	covered	cargo test -p fparkan-fx --offline fixed_resource_refs_preserve_tails
S4-FX-017	covered	cargo test -p fparkan-fx --offline missing_dependency_error_contains_effect_command_archive_and_name
S4-FX-018	omitted	FX create/update/emit is documented as a deterministic reference stub until runtime-captured lifecycle semantics are implemented
S4-FX-019	omitted	FX update side-effect contract is stub-level only and not accepted as original runtime parity evidence
S4-FX-020	omitted	FX emit side-effect contract is stub-level only and not accepted as original runtime parity evidence
S4-FX-021	omitted	FX command order is deterministic for the stub but original runtime ordering evidence is not implemented
S4-FX-022	omitted	FX lifecycle controls are deterministic for the stub but original stop/restart/end semantics are not implemented
S4-FX-023	omitted	FX emission capture is deterministic for the stub but lacks runtime-captured parity evidence
S4-FX-024	omitted	FX RNG accounting is not implemented beyond the reference stub and must not count as compatibility coverage
S4-FX-FUZZ-001	covered	cargo test -p fparkan-fx --offline arbitrary_command_streams_are_bounded_and_panic_free
L4-P1-ANIM-001	covered	cargo test -p fparkan-msh --offline licensed_corpus_animation_streams_sample_approved_pose_captures
L4-P2-ANIM-001	covered	cargo test -p fparkan-msh --offline licensed_corpus_animation_streams_sample_approved_pose_captures
L4-P1-CAPTURE-001	covered	cargo test -p fparkan-msh --offline licensed_corpus_animation_streams_sample_approved_pose_captures
L4-P2-CAPTURE-001	covered	cargo test -p fparkan-msh --offline licensed_corpus_animation_streams_sample_approved_pose_captures
L4-P1-FX-001	covered	cargo test -p fparkan-fx --offline licensed_corpus_fxid_exact_eof_and_distribution
L4-P2-FX-001	covered	cargo test -p fparkan-fx --offline licensed_corpus_fxid_exact_eof_and_distribution
L4-P1-FX-002	covered	cargo test -p fparkan-fx --offline licensed_corpus_fxid_exact_eof_and_distribution
L4-P2-FX-002	covered	cargo test -p fparkan-fx --offline licensed_corpus_fxid_exact_eof_and_distribution
L4-FX-OP6-001	covered	cargo test -p fparkan-fx --offline licensed_corpus_fxid_exact_eof_and_distribution
L4-P1-EFFECT-001	omitted	licensed FX emission capture currently covers deterministic reference-stub output, not original runtime-captured effect parity
L4-P2-EFFECT-001	omitted	licensed FX emission capture currently covers deterministic reference-stub output, not original runtime-captured effect parity
S5-LMESH-001	covered	cargo test -p fparkan-terrain-format --offline land_msh_required_streams_are_order_independent_and_stride_checked
S5-LMESH-002	covered	cargo test -p fparkan-terrain-format --offline land_msh_required_streams_are_order_independent_and_stride_checked
S5-LMESH-003	covered	cargo test -p fparkan-terrain-format --offline decodes_minimal_land_msh
S5-LMESH-004	covered	cargo test -p fparkan-terrain-format --offline decodes_minimal_land_msh
S5-LMESH-005	covered	cargo test -p fparkan-terrain-format --offline rejects_invalid_vertex_index
S5-LMESH-006	covered	cargo test -p fparkan-terrain-format --offline rejects_invalid_neighbor_index
S5-LMESH-007	covered	cargo test -p fparkan-terrain-format --offline face_layout_preserves_tail_and_all_surface_mask_mappings_are_explicit
S5-LMESH-008	covered	cargo test -p fparkan-terrain-format --offline face_layout_preserves_tail_and_all_surface_mask_mappings_are_explicit
S5-LMESH-009	covered	cargo test -p fparkan-terrain-format --offline face_layout_preserves_tail_and_all_surface_mask_mappings_are_explicit
S5-LMAP-001	covered	cargo test -p fparkan-terrain-format --offline decodes_minimal_land_map
S5-LMAP-002	covered	cargo test -p fparkan-terrain-format --offline land_map_prefix_absent_links_polygon_blocks_grid_size_and_exact_eof
S5-LMAP-003	covered	cargo test -p fparkan-terrain-format --offline land_map_prefix_absent_links_polygon_blocks_grid_size_and_exact_eof
S5-LMAP-004	covered	cargo test -p fparkan-terrain-format --offline land_map_prefix_absent_links_polygon_blocks_grid_size_and_exact_eof
S5-LMAP-005	covered	cargo test -p fparkan-terrain-format --offline land_map_prefix_absent_links_polygon_blocks_grid_size_and_exact_eof
S5-LMAP-006	covered	cargo test -p fparkan-terrain-format --offline rejects_invalid_areal_link
S5-LMAP-007	covered	cargo test -p fparkan-terrain-format --offline land_map_prefix_absent_links_polygon_blocks_grid_size_and_exact_eof
S5-LMAP-008	covered	cargo test -p fparkan-terrain-format --offline land_map_prefix_absent_links_polygon_blocks_grid_size_and_exact_eof
S5-LMAP-009	covered	cargo test -p fparkan-terrain-format --offline land_map_prefix_absent_links_polygon_blocks_grid_size_and_exact_eof
S5-LMAP-010	covered	cargo test -p fparkan-terrain-format --offline rejects_invalid_grid_area_ref
S5-LMAP-011	covered	cargo test -p fparkan-terrain-format --offline land_map_prefix_absent_links_polygon_blocks_grid_size_and_exact_eof
S5-TERRAIN-001	covered	cargo test -p fparkan-terrain --offline locates_areal_and_routes_synthetic_neighbors
S5-TERRAIN-002	covered	cargo test -p fparkan-terrain --offline locates_areal_and_routes_synthetic_neighbors
S5-TERRAIN-003	covered	cargo test -p fparkan-terrain --offline missing_start_or_goal_returns_no_route
S5-TERRAIN-004	covered	cargo test -p fparkan-terrain --offline synthetic_surface_height_and_raycast_work
S5-TMA-001	covered	cargo test -p fparkan-mission-format --offline minimal_synthetic_exact_eof
S5-TMA-002	covered	cargo test -p fparkan-mission-format --offline lp_string_does_not_consume_implicit_nul
S5-TMA-003	covered	cargo test -p fparkan-mission-format --offline path_ids_retain_nonsequential_order_and_truncated_points_fail
S5-TMA-004	covered	cargo test -p fparkan-mission-format --offline path_ids_retain_nonsequential_order_and_truncated_points_fail
S5-TMA-005	covered	cargo test -p fparkan-mission-format --offline clan_modes_one_to_three_and_spatial_mode_zero_decode
S5-TMA-006	covered	cargo test -p fparkan-mission-format --offline clan_modes_one_to_three_and_spatial_mode_zero_decode
S5-TMA-007	covered	cargo test -p fparkan-mission-format --offline unknown_clan_mode_nonfinite_transform_and_trailing_bytes_are_rejected
S5-TMA-008	covered	cargo test -p fparkan-mission-format --offline synthetic_standard_clan_and_object_preserve_ordered_properties
S5-TMA-009	covered	cargo test -p fparkan-mission-format --offline synthetic_standard_clan_and_object_preserve_ordered_properties
S5-TMA-010	covered	cargo test -p fparkan-mission-format --offline synthetic_standard_clan_and_object_preserve_ordered_properties
S5-TMA-011	covered	cargo test -p fparkan-mission-format --offline unknown_clan_mode_nonfinite_transform_and_trailing_bytes_are_rejected
S5-TMA-012	covered	cargo test -p fparkan-mission-format --offline description_and_extras_are_exact_raw_records
S5-TMA-013	covered	cargo test -p fparkan-mission-format --offline description_and_extras_are_exact_raw_records
S5-TMA-014	covered	cargo test -p fparkan-mission-format --offline description_and_extras_are_exact_raw_records
S5-TMA-015	covered	cargo test -p fparkan-mission-format --offline unknown_clan_mode_nonfinite_transform_and_trailing_bytes_are_rejected
S5-TMA-016	covered	cargo test -p fparkan-mission-format --offline signatures_inside_strings_do_not_create_records_and_truncations_are_bounded
S5-TMA-017	covered	cargo test -p fparkan-mission-format --offline signatures_inside_strings_do_not_create_records_and_truncations_are_bounded
S5-TMA-PROP-001	covered	cargo test -p fparkan-mission-format --offline generated_valid_documents_and_arbitrary_inputs_are_bounded
S5-TMA-FUZZ-001	covered	cargo test -p fparkan-mission-format --offline generated_valid_documents_and_arbitrary_inputs_are_bounded
S5-LOAD-001	covered	cargo test -p fparkan-runtime --offline load_trace_records_preparation_before_registration_and_raw_transforms
S5-LOAD-002	covered	cargo test -p fparkan-runtime --offline missing_map_and_missing_reachable_resource_fail_before_registration
S5-LOAD-003	covered	cargo test -p fparkan-runtime --offline missing_map_and_missing_reachable_resource_fail_before_registration
S5-LOAD-004	covered	cargo test -p fparkan-material --offline resolve_material_falls_back_to_default
S5-LOAD-005	covered	cargo test -p fparkan-runtime --offline load_trace_records_preparation_before_registration_and_raw_transforms
S5-LOAD-006	covered	cargo test -p fparkan-runtime --offline load_mission_requires_vfs_and_keeps_world_unchanged_on_error
S5-LOAD-007	covered	cargo test -p fparkan-runtime --offline registration_phase_failure_uses_normal_teardown_and_keeps_engine_world
S5-LOAD-008	covered	cargo test -p fparkan-runtime --offline load_trace_records_preparation_before_registration_and_raw_transforms
S5-LOAD-009	covered	cargo test -p fparkan-runtime --offline licensed_corpora_load_all_mission_foundations
S5-LOAD-010	covered	cargo test -p fparkan-runtime --offline licensed_corpora_load_all_mission_foundations
S5-WORLD-001	covered	cargo test -p fparkan-world --offline construct_register_and_hash_are_stable
S5-WORLD-002	covered	cargo test -p fparkan-world --offline registration_sequence_stale_and_duplicate_original_contracts
S5-WORLD-003	covered	cargo test -p fparkan-world --offline registration_sequence_stale_and_duplicate_original_contracts
S5-WORLD-004	covered	cargo test -p fparkan-world --offline registration_sequence_stale_and_duplicate_original_contracts
S5-WORLD-005	covered	cargo test -p fparkan-world --offline identity_metadata_keeps_original_mirror_and_owner_distinct
S5-WORLD-006	covered	cargo test -p fparkan-world --offline command_fifo_and_deferred_delete_during_calculation
S5-WORLD-007	covered	cargo test -p fparkan-world --offline registration_sequence_stale_and_duplicate_original_contracts
S5-WORLD-008	covered	cargo test -p fparkan-world --offline command_fifo_and_deferred_delete_during_calculation
S5-WORLD-009	covered	cargo test -p fparkan-world --offline command_fifo_and_deferred_delete_during_calculation
S5-WORLD-010	covered	cargo test -p fparkan-world --offline command_fifo_and_deferred_delete_during_calculation
S5-WORLD-011	covered	cargo test -p fparkan-world --offline command_fifo_and_deferred_delete_during_calculation
S5-WORLD-012	covered	cargo test -p fparkan-world --offline fixed_step_pause_and_long_determinism_are_stable
S5-WORLD-013	covered	cargo test -p fparkan-world --offline fixed_step_pause_and_long_determinism_are_stable
S5-WORLD-014	covered	cargo test -p fparkan-world --offline snapshot_hash_determinism_and_immutability
S5-WORLD-015	covered	cargo test -p fparkan-world --offline snapshot_hash_determinism_and_immutability
S5-WORLD-016	covered	cargo test -p fparkan-world --offline fixed_step_pause_and_long_determinism_are_stable
S5-WORLD-017	covered	cargo test -p fparkan-world --offline render_disabled_does_not_change_hash_end_callbacks_and_shutdown_order
S5-WORLD-018	covered	cargo test -p fparkan-world --offline render_disabled_does_not_change_hash_end_callbacks_and_shutdown_order
S5-WORLD-019	covered	cargo test -p fparkan-world --offline render_disabled_does_not_change_hash_end_callbacks_and_shutdown_order
S5-WORLD-PROP-001	covered	cargo test -p fparkan-world --offline generated_command_delete_sequences_preserve_registry_invariants
L5-P1-LMESH-001	covered	cargo test -p fparkan-terrain-format --offline licensed_corpus_land_msh_validate
L5-P2-LMESH-001	covered	cargo test -p fparkan-terrain-format --offline licensed_corpus_land_msh_validate
L5-P1-LMAP-001	covered	cargo test -p fparkan-terrain-format --offline licensed_corpus_land_map_validate
L5-P2-LMAP-001	covered	cargo test -p fparkan-terrain-format --offline licensed_corpus_land_map_validate
L5-LMAP-POLY-001	covered	cargo test -p fparkan-terrain-format --offline licensed_corpus_land_map_validate land_map_prefix_absent_links_polygon_blocks_grid_size_and_exact_eof
L5-P1-TMA-001	covered	cargo test -p fparkan-mission-format --offline licensed_corpus_tma_validate
L5-P2-TMA-001	covered	cargo test -p fparkan-mission-format --offline licensed_corpus_tma_validate
L5-P1-MISSION-001	covered	cargo test -p fparkan-runtime --offline licensed_corpora_load_all_mission_foundations
L5-P2-MISSION-001	covered	cargo test -p fparkan-runtime --offline licensed_corpora_load_all_mission_foundations
L5-P1-MISSION-002	covered	cargo test -p fparkan-runtime --offline licensed_corpora_load_all_mission_foundations
L5-P2-MISSION-002	covered	cargo test -p fparkan-runtime --offline licensed_corpora_load_all_mission_foundations
L5-P1-HEADLESS-001	covered	cargo test -p fparkan-runtime --offline selected_is_and_is2_missions_execute_10000_deterministic_ticks
L5-P2-HEADLESS-001	covered	cargo test -p fparkan-runtime --offline selected_is_and_is2_missions_execute_10000_deterministic_ticks
L5-P1-RENDER-001	covered	cargo test -p fparkan-game --offline selected_is_and_is2_missions_produce_approved_render_captures
L5-P2-RENDER-001	covered	cargo test -p fparkan-game --offline selected_is_and_is2_missions_produce_approved_render_captures
L3-DEVICE-001	omitted	outside the current macOS-focused goal scope; RG40XX-capable device/profile evidence remains documented for the portable target scope
L5-RG40-001	omitted	outside the current macOS-focused goal scope; RG40XX 640x480 on-device mission smoke/performance/memory evidence remains documented for the portable target scope
